	10025.Healthy	10036.Healthy	10037.Healthy	10048.Healthy	10058.Healthy	10060.Healthy	10064.Gastrectomy	10080.Healthy	10100.Healthy	10105.Healthy	10106.Healthy	10107.Healthy	10112.Gastrectomy	10114.Healthy	10132.Healthy	10156.Gastrectomy	10166.Gastrectomy	10167.Gastrectomy	10176.Gastrectomy	10183.Healthy	10189.Gastrectomy	10192.Gastrectomy	10197.Healthy	10205.Gastrectomy	10207.Healthy	10208.Healthy	10215.Healthy	10219.Healthy	10226.Healthy	10231.Healthy	10234.Gastrectomy	10244.Healthy	10246.Healthy	10250.Healthy	10257.Gastrectomy	10258.Healthy	10291.Gastrectomy	10297.Gastrectomy	10302.Healthy	10304.Healthy	10317.Healthy	10319.Gastrectomy	10321.Gastrectomy	10340.Healthy	10341.Healthy	10342.Gastrectomy	10354.Healthy	10355.Gastrectomy	10357.Healthy	10360.Gastrectomy	10369.Gastrectomy	10378.Healthy	10395.Gastrectomy	10423.Gastrectomy	10433.Gastrectomy	10451.Gastrectomy	10457.Gastrectomy	10463.Healthy	10465.Healthy	10486.Healthy	10487.Healthy	10501.Gastrectomy	10519.Healthy	10537.Healthy	10538.Gastrectomy	10540.Gastrectomy	10543.Healthy	10554.Gastrectomy	10558.Gastrectomy	10563.Gastrectomy	10599.Gastrectomy	10623.Gastrectomy	10632.Healthy	10647.Healthy	10657.Healthy	10659.Healthy	10673.Gastrectomy	10680.Gastrectomy	10684.Healthy	10690.Gastrectomy	10696.Gastrectomy	10698.Healthy	10701.Healthy	10703.Gastrectomy	10733.Healthy	10741.Healthy	10742.Gastrectomy	10751.Gastrectomy	10776.Healthy	10782.Gastrectomy	10784.Healthy	10791.Gastrectomy	10794.Healthy	10807.Healthy	10810.Gastrectomy	10850.Healthy
C00077_Ornithine	395.2483091	135.9433828	1401.365419	269.8227895	1672.266899	289.7897017	3834	2192.515012	776.8812756	159.7364543	759.9525442	292.2038394	2403	436.3880044	499.8711211	5154	7119	271	768	208.3863687	154.8565188	285.5143166	6943	76.57301953	281.8468189	689.8357535	279.4286456	765.2015018	503.4598928	1960.515973	192.5311537	1372.798922	1186.76443	918.4386232	248.3043669	1826.232109	4730	115.7606351	221.4506966	463.8232788	312.1579045	2664	7584.689755	152.3798111	503.2499883	312.869924	3204.820169	647.4101182	436.6400808	3298	3567	886.5967626	2319	831	238	4670	6564	143.3392783	465.1517695	160.1513763	124.668723	145.1403015	230.3166569	336.2049245	216	7543	1288.170913	442	2434	577	9021	874	190.3374293	1009.029032	3240.093948	124.0913857	508	903	211.2990691	323	1406	571.0369519	205.5332194	270	144.9432237	5445.039476	6954	837	2261.348256	289	708.8233836	321	100.5589956	266.6747447	153	351.2490311
C00078_Trp	201.5475576	179.7226621	185.4227877	51.21373437	178.8976328	590.3980877	2128	2971.043428	49.29526681	73.20730066	47.81714008	1413.973973	324	111.2529781	1417.361344	1468	1107	825	407	166.8068882	48.28584515	220.4080543	2586	108.8944101	150.9771317	207.5478395	86.66405995	56.02913003	124.2182239	860.1784631	114.7478968	182.4413668	117.3980072	238.7162552	126.2289524	98.22811607	2520	64.18518348	77.30225175	925.1017003	107.297366	2651	428.5078488	108.027745	151.7049122	142.3306946	1331.702161	178.5816517	90.02794012	1273	2103	53.9585909	1334	800	153	1197	2399	78.19032678	153.1915637	173.9144748	61.7447695	96.18837894	147.766726	425.3564928	767	5686	263.2270668	155	323	474	1741	252	142.2849079	234.2758498	97.74418064	270.8191975	468	908	237.0211137	413	726	137.4234975	144.7567051	59	133.3771063	2485.867217	3471	461	1266.280447	96	1103.729856	90	120.6104205	364.3860079	102	1632.42644
C00079_Phe	531.1700643	1194.206522	1143.875311	141.4136764	8593.475279	1851.441339	6494	5038.68585	862.1813614	142.8864686	238.2083611	2225.051735	1049	341.3051572	3491.820115	6233	5079	2249	3380	2577.588804	170.6705666	174.7444633	16467	239.0066159	598.1786837	8028.022381	188.049618	376.782796	693.8349565	10394.40988	170.9862056	520.0377133	735.8091702	1346.463274	279.161571	245.0795941	8016	117.2323273	217.5015776	357.855697	140.5381604	10695	17472.07643	1562.777165	428.0843764	261.5281387	9963.210864	1812.354299	1105.469218	3747	8147	318.3916851	3612	2487	693	5064	9239	98.98200268	343.8076449	131.4940691	286.0392032	172.3349963	207.1897449	571.1862724	3896	15748	2845.536752	1433	3057	1634	18176	2109	155.8805477	1029.434995	10091.96585	883.6800242	1829	4302	166.132063	1271	3387	164.726847	120.0990456	113	4324.308837	8605.231918	13077	1750	8091.143686	250	1772.208957	104	107.1911596	393.9452788	782	5311.491663
C00082_Tyr	472.5048393	1001.629751	1293.657437	135.9764272	774.5777139	732.5050328	3686	3316.100532	399.8406063	149.2525669	101.0926053	1086.807672	132	405.7769648	1806.118094	1325	6799	2888	4363	2375.422239	134.2974072	291.3774575	18349	161.5081256	189.5810093	984.2095397	212.9128223	158.8595937	501.0695547	4732.030973	193.1259194	489.416998	612.349681	636.6807096	302.2897092	229.4163527	10618	103.5841307	137.2350779	159.9324665	291.4824677	11783	5029.558009	657.0992439	431.6516946	338.8273221	3822.999169	1007.748455	465.4334434	957	11213	449.5397822	4426	3200	929	6897	11758	136.4257394	224.9495209	253.3741079	173.0643181	196.29984	162.6096519	195.2068544	5184	19480	593.8775424	964	2291	1568	20131	1840	184.0891664	673.6467823	5066.408392	291.3495645	2349	5119	415.7525518	1820	4987	266.4279992	224.4601105	280	192.8602717	3662.905497	14310	1894	1788.199004	749	942.4276169	374	254.8227471	484.8034313	601	1837.931516
C00086_Urea	1580.941843	1269.298676	1772.714523	23873.52029	5191.585596	2508.006052	176.1618726	1156.014894	4998.235589	2416.187058	1697.312286	2439.614393	176.1618726	12865.46597	42831.09993	176.1618726	176.1618726	13622	176.1618726	176.1618726	389.2097104	176.1618726	2937	541.4740199	757.8651877	704.5006965	792.1064178	860.9399677	646.544705	939.6459425	315.7552576	2611.576221	1130.144411	5538.594321	967.5611917	1280.115895	176.1618726	437.2869796	548.2323495	545.1566083	1262.357306	176.1618726	1230.379296	630.8147358	1381.028232	400.2097375	194097.7364	368.1903326	1324.590767	176.1618726	176.1618726	176.1618726	176.1618726	176.1618726	176.1618726	176.1618726	176.1618726	107020.6343	176.1618726	176.1618726	176.1618726	551.7510063	432.557771	398.2683607	176.1618726	176.1618726	176.1618726	10541	176.1618726	176.1618726	505	176.1618726	304.6431086	425.4846844	195.735414	410.6711746	176.1618726	176.1618726	176.1618726	176.1618726	176.1618726	382.3270338	347.5971491	176.1618726	390.5550133	2803.574495	12954	16207	3050.878494	176.1618726	1519.971079	176.1618726	29194.43791	330.8975031	30645	951.3589201
C00093_Glycerophosphate	47.438842347	47.438842347	47.438842347	47.438842347	47.438842347	47.438842347	47.438842347	47.438842347	47.438842347	47.438842347	296.0868408	47.438842347	47.438842347	47.438842347	47.438842347	47.438842347	47.438842347	47.438842347	47.438842347	47.438842347	47.438842347	117.6421393	191	47.438842347	290.6103872	703.7699348	47.438842347	321.331063	280.4097245	258.601189	54.01513067	47.438842347	47.438842347	865.0799384	47.438842347	47.438842347	47.438842347	47.438842347	280.0558625	163.8467455	166.5766243	248	2527.048625	321.8538669	47.438842347	47.438842347	339.8932841	56.65256591	173.7156699	47.438842347	47.438842347	91.83521582	47.438842347	47.438842347	47.438842347	47.438842347	47.438842347	147.3327897	161.2924557	47.438842347	47.438842347	47.438842347	47.438842347	471.9412559	47.438842347	47.438842347	144.6925635	47.438842347	47.438842347	47.438842347	47.438842347	47.438842347	47.438842347	47.438842347	662.0372199	223.7401986	47.438842347	47.438842347	47.438842347	47.438842347	47.438842347	91.15919151	140.3378824	47.438842347	280.8667457	47.438842347	319	47.438842347	275.9156082	47.438842347	143.7224475	47.438842347	47.438842347	52.70982483	47.438842347	182.0085649
C00099_beta-Ala	699.7433973	813.8700944	342.6989386	120.3691227	366.3205446	521.0157056	273	94.74993812	2291.448788	91.99141023	67.12462702	140.5580739	1607	469.7729637	90.19047674	199	387	61	296	597.6292823	75.93411674	151.3550171	94	82.74455838	162.1618376	237.0081336	99.00536899	1115.713427	287.7193042	1507.149094	72.31152379	198.7239212	747.7394083	230.4563009	236.8603908	2586.411228	283	60.04753506	113.918928	640.0017256	281.6932237	189	333.5110483	232.1893256	208.2523038	142.9246728	110.0988048	171.591304	124.8993324	574	356	819.8427866	1048	426	183	298	607	362.5518043	70.29854265	70.57116441	50.36291532	70.70854938	105.6391856	1075.867063	822	242	282.7278514	14	1452	545	174	529	61.68177665	130.3136162	947.8377776	277.2025029	61	376	166.0080558	367	485	227.6458121	76.43302317	108	91.38330147	80.87487694	378	162	573.817645	139	1220.580309	37	70.91564838	511.3952942	129	274.6903475
C00105_UMP	136.4746749	108.6440019	133.6758395	143.024562	89.93055047	185.2295858	16.81581186	16.81581186	16.81581186	16.81581186	16.81581186	16.81581186	16.81581186	16.81581186	16.81581186	16.81581186	16.81581186	16.81581186	16.81581186	39.95870235	27.1251416	98.45415031	16.81581186	16.81581186	16.81581186	16.81581186	16.81581186	86.17533172	95.16551752	147.3416659	32.29016337	56.7303158	43.78504495	122.9959195	66.4692325	33.40278818	16.81581186	18.6842354	97.38609845	73.99733977	98.88401361	16.81581186	253.5751123	91.42785402	89.7263106	45.25416585	16.81581186	56.83034987	75.59452558	16.81581186	16.81581186	103.1411034	16.81581186	16.81581186	16.81581186	16.81581186	16.81581186	65.40747044	46.77725386	16.81581186	16.81581186	46.09302783	151.8360512	61.75687817	16.81581186	16.81581186	39.86688295	16.81581186	16.81581186	16.81581186	16.81581186	260	69.29892619	81.58223239	152.2434772	134.458889	16.81581186	16.81581186	71.78969879	16.81581186	16.81581186	146.7766661	38.9716931	16.81581186	139.42146	59.14061604	16.81581186	16.81581186	134.4288657	16.81581186	68.33662566	16.81581186	43.85354323	63.68239518	96	76.7732191
C00106_Uracil	106.83639225	106.83639225	106.83639225	106.83639225	106.83639225	106.83639225	4963	106.83639225	106.83639225	106.83639225	106.83639225	106.83639225	1472	106.83639225	106.83639225	2816	8018	537	1816	106.83639225	106.83639225	106.83639225	2795	106.83639225	106.83639225	106.83639225	106.83639225	106.83639225	106.83639225	696.3110899	106.83639225	106.83639225	106.83639225	118.7071025	106.83639225	106.83639225	2756	106.83639225	106.83639225	106.83639225	106.83639225	5264	1099.824589	106.83639225	106.83639225	106.83639225	106.83639225	106.83639225	106.83639225	4255	7069	106.83639225	1266	928	106.83639225	3331	6938	106.83639225	106.83639225	106.83639225	208.8779966	106.83639225	106.83639225	106.83639225	3108	3317	106.83639225	106.83639225	5020	2209	2280	106.83639225	106.83639225	106.83639225	106.83639225	106.83639225	1134	5032	106.83639225	2303	3605	106.83639225	106.83639225	106.83639225	106.83639225	106.83639225	1246	106.83639225	106.83639225	106.83639225	106.83639225	106.83639225	106.83639225	106.83639225	106.83639225	106.83639225
C00114_Choline	489.069672	438.6433882	161.8723919	345.0380731	1164.276043	1169.057372	120	1550.63791	88.85867986	43.45552205	142.8675216	384.0052737	28	201.5066137	1218.06796	1304	2434	1558	1528	159.1006294	46.74633111	211.0785718	619	421.4093505	1015.74842	318.6207873	88.47723982	431.2392962	346.0665709	211.807136	75.0137139	162.8664476	371.1551168	2042.860876	359.5309106	279.1156417	1015	220.1871058	194.1164459	222.710125	266.1009961	2847	1700.4014	1271.62057	224.3777151	144.2071354	4967.203352	235.5594942	630.1034165	751	428	147.0177376	2276	1738	335	342	1320	257.86399	299.7014803	55.30323976	26.30595956	34.07016004	325.820536	2441.170741	270	3006	543.7011523	407	116	94	3674	282	206.8199009	205.1484979	734.9527414	596.1439351	1889	1522	133.0930579	477	194	338.3795244	179.4009784	41	193.4701135	1213.671543	7524	1724	761.2479588	108	985.2119395	136	223.455111	292.8364938	97	319.7911659
C00122_Fumarate	223.4826646	51.74812535	30.406025637	30.406025637	30.406025637	30.406025637	214	30.406025637	30.406025637	30.406025637	30.406025637	180.1563703	30.406025637	30.406025637	445.4508646	301	171	669	30.406025637	30.406025637	30.406025637	30.406025637	726	30.406025637	30.406025637	30.406025637	30.406025637	30.406025637	30.406025637	30.406025637	30.406025637	30.406025637	30.406025637	30.406025637	30.406025637	30.406025637	30.406025637	30.406025637	30.406025637	30.406025637	30.406025637	710	308.6554114	30.406025637	74.82389614	30.406025637	1953.884903	80.30702801	66.59047795	30.406025637	30.406025637	75.50075931	572	30.406025637	441	30.406025637	528	37.79665217	30.406025637	30.406025637	30.406025637	30.406025637	30.406025637	160.0967564	30.406025637	277	33.78447293	180	30.406025637	30.406025637	88	93	30.406025637	30.406025637	30.406025637	30.406025637	130	192	30.406025637	126	30.406025637	30.406025637	30.406025637	30.406025637	113.1305007	30.406025637	1158	30.406025637	49.44382751	30.406025637	30.406025637	30.406025637	30.406025637	36.55954884	30.406025637	30.406025637
C00123_Leu	608.818329	592.04089	852.4317584	155.3745881	9236.686861	3238.526991	16894	8158.840863	887.1828167	288.6190698	242.4800586	3936.041123	7683	298.8462852	7769.608628	11798	11667	5496	9445	5345.317884	570.1019376	389.9087081	31052	842.2217769	929.7930834	6947.056299	420.8990986	631.3515854	1224.019043	10948.40214	311.9943985	657.5540322	829.2565026	2359.727353	486.0117005	381.6086743	15244	362.86974	488.0825606	1093.43701	429.4898982	23625	21789.73408	3199.170949	1014.391405	468.2714642	26240.09146	1580.446919	2835.550758	10983	18224	639.8982113	8203	6200	2121	12298	20160	144.9021704	770.1761006	321.8619081	875.8140829	248.6977671	389.6028431	782.0795712	9528	29833	3834.297339	2783	9777	5341	33436	4127	215.5592171	2221.94619	7388.187115	400.2862619	4826	10698	371.1076312	4123	8159	7809.160367	534.1682262	317	261.057797	16812.39595	24157	4079	17368.47254	366	3318.429365	285	194.6443869	568.0071579	366	12354.70846
C00134_Putrescine(1,4-Butanediamine)	2623.614714	1032.847458	823.3859571	5531.771534	14304.6744	1922.383545	7203	619.2702419	3508.226068	155.5664399	2651.574062	1948.550954	46	812.81146	625.9694411	6033	1313	2257	3287	3862.981123	25.91959637	148.1431372	3424	59.50579316	713.3558531	8250.275031	890.3328393	1399.24628	783.0504441	5799.778943	5010.511748	2735.05992	6522.3284	8721.686215	96.12437763	4076.536635	2202	18.34730976	678.850907	1014.702188	299.6179569	3443	7137.385472	1299.380255	839.9580029	247.2820589	1458.536829	9591.075162	499.7878106	4527	288	2735.895734	1456	2706	98	442	19743	2257.463948	82.36159892	18.90328231	737.9693975	66.85602718	377.7860926	11312.3013	93	7996	984.0811432	552	4216	139	4256	10406	90.32927533	2315.376133	16773.65132	5989.290714	3294	188	594.9104885	481	1177	5360.983208	142.5731222	201	1581.233435	2606.501408	3027	841	5154.680559	6334	1646.942916	61	45.55627212	3861.122414	160	1793.845634
C00135_His	726.3567784	530.1300103	997.440606	212.5774873	2447.249377	1157.99617	1854	3113.362021	2502.842692	268.824826	405.7765484	2526.757061	153	456.1071633	1811.118816	905	520	492	365	160.3374224	256.2585994	440.3459313	8841	177.6269528	240.8853535	381.4176719	331.496876	1214.637816	541.7064018	1228.03405	236.1389371	607.2316215	211.5588965	614.6642175	387.8877967	464.2670301	1084	210.2740241	176.2528482	333.0338945	665.0307807	950	3137.878056	358.359426	442.0347027	437.9750413	3869.772267	408.9245835	317.6568459	305	1474	507.6787662	1650	1334	56	231	808	463.6718942	472.1402787	408.2817777	127.3126799	328.3119596	312.128923	464.0073847	64	1381	441.3297953	71	214	50	8729	401	217.5753254	537.7838556	4037.265633	371.7105282	189	148	517.2180365	101	143	344.5248112	456.6577804	206	180.5193832	4315.657614	5203	381	3242.903332	254	2298.446399	343	441.4159421	230.3016948	287	3047.909798
C00140_N-Acetylglucosamine	325.0014039	25.71635433	17.544399327	128.2835437	1122.959146	295.1201602	5587	1205.775811	143.3060168	66.98812041	77.90873246	125.9221885	289	231.927854	203.9990963	14593	3310	996	6397	160.8667321	100.3114129	97.98292399	291	112.2303197	177.3383063	115.6991241	159.5712016	225.0415765	17.544399327	247.9071795	61.3485916	108.90717	171.9279178	317.2884749	151.972254	88.26442658	17038	93.43435608	93.43622029	189.1222762	290.8643427	14800	232.4532994	297.8725047	202.1780338	134.7652356	757.7595475	293.0733849	344.7540338	1625	4912	17.544399327	28875	7883	530	1572	13505	194.3874451	144.6586075	79.34871647	101.0578167	27.66574506	244.2331012	121.3327306	1362	27199	232.8442384	1323	547	642	307	455	43.32376101	331.5897807	67.00467533	92.958393	768	2586	124.663072	969	352	112.3771487	91.3880623	177	117.4988969	450.2642501	143	131	212.205209	110	191.032227	160	220.5407644	19.49377703	191	53.97278938
C00147_Adenine	13.09421425	17.28126083	11.96372321	7.035093965	13.27317913	3.4012751679	3.4012751679	12.12621591	8.28506709	5.72311978	5.533358974	3.4012751679	3.4012751679	13.85131591	3.4012751679	3.4012751679	41	3.4012751679	3.4012751679	8.449804862	10.22754048	14.72053995	3.4012751679	8.790794945	9.357118205	14.37131029	10.27965591	6.171075483	14.96339523	18.30935959	14.1304341	14.633332	12.33854811	76.66341296	34.7099145	9.670957424	3.4012751679	16.92561249	3.4012751679	3.4012751679	28.05927637	20	27.38068106	24.38849472	20.84521644	11.34689046	3.4012751679	13.07651547	11.13047534	3.4012751679	36	19.36528895	3.4012751679	51	3.4012751679	3.4012751679	3.4012751679	21.72750047	16.87149808	13.61446126	3.4012751679	12.76028669	3.4012751679	3.4012751679	3.4012751679	3.4012751679	3.4012751679	3.4012751679	3.4012751679	3.4012751679	3.4012751679	3.4012751679	8.186382895	9.288998404	10.06607887	22.24563133	3.4012751679	3.4012751679	11.22725677	3.4012751679	3.4012751679	23.48137246	16.93372956	3.4012751679	8.070683417	3.779194631	3.4012751679	3.4012751679	38.46580552	3.4012751679	11.00038114	127	13.88723277	5.713630987	14	3.4012751679
C00148_Pro	684.4446168	499.0888445	2901.815376	737.4666429	1609.184419	6083.570627	10327	4941.107636	393.7440393	1001.887149	471.8160427	3484.716658	159	1234.055205	3992.014755	12741	8053	6732	3697	14041.0223	1612.781694	1310.248372	2181	1185.7464	713.1397832	1291.592528	1328.761341	666.2353434	1427.712885	1310.243185	780.5428198	1434.589202	1250.42351	1592.566482	1102.755808	993.6268867	15190	813.307244	665.0102898	1377.832154	1003.890877	18569	3302.149492	1145.612803	1612.834922	1255.873297	7895.884544	1375.626	886.5143337	1759	14598	657.8879963	11486	9344	2567	11775	10853	1085.816181	1342.296375	2693.088253	949.363113	1355.636415	949.0764394	1510.450004	9351	31731	3832.069077	1481	654	5670	25604	1453	931.8678782	2009.421876	1247.883337	1285.88718	4379	11832	1636.633986	4933	6699	1563.363511	1559.278451	946	1992.244585	5272.966148	16647	2559	1803.032975	1614	1292.01439	1338	1341.537474	2055.95107	648	4553.605601
C00152_Asn	455.8857321	19.587235203	896.7371322	216.6912939	19.587235203	360.0468834	19.587235203	590.0963319	230.4830816	409.833278	111.0890364	186.4224251	19.587235203	202.9492794	2067.086892	19.587235203	491	19.587235203	19.587235203	198.2013569	146.8807535	669.7729966	19.587235203	276.2499467	310.8672256	320.6444983	65.22002426	309.6724844	534.3744987	19.587235203	237.0432016	326.7366424	101.4167413	295.4077312	525.4484415	329.8700242	19.587235203	158.3505024	190.0307596	233.3180246	568.9529734	19.587235203	56.93517201	580.4131879	414.7353682	321.9423058	182.3441834	227.3622409	259.0135058	19.587235203	19.587235203	699.8052167	66	460	19.587235203	19.587235203	19.587235203	127.7580139	337.0850569	607.2856208	78.42765711	246.4931741	384.0839974	1151.08667	19.587235203	19.587235203	38.66337221	47	19.587235203	19.587235203	19.587235203	324	260.6237458	508.7816604	273.1598305	131.4114247	19.587235203	334	450.99474	19.587235203	19.587235203	21.76359467	89.73522072	172	428.3478244	248.8449758	60	238	19.587235203	19.587235203	761.0915088	212	208.9767349	19.587235203	19.587235203	19.587235203
C00153_Nicotinamide	90.34017929	69.03513033	204.1287596	75.95524353	9.145830204	51.10345909	9.145830204	12.83297533	58.14982497	34.41767106	22.85495171	15.73474891	9.145830204	46.77885518	9.145830204	9.145830204	9.145830204	9.145830204	9.145830204	22.94260529	53.1199872	120.74738	9.145830204	16.75514312	39.8094038	66.13519293	44.32185791	28.13133871	63.52493605	37.28898508	69.14727824	39.63337658	70.70100481	9.145830204	75.91113222	32.46978423	9.145830204	76.13580188	32.89585899	33.91670186	46.65363463	9.145830204	235.5866796	105.6437946	68.50991621	77.03361956	179.0445242	109.666282	52.57542385	9.145830204	9.145830204	78.95584103	9.145830204	9.145830204	9.145830204	9.145830204	9.145830204	25.09079804	52.26161424	108.9613494	10.16203356	40.07649679	56.63232159	22.39668124	9.145830204	9.145830204	137.1257373	9.145830204	9.145830204	9.145830204	9.145830204	138	26.55729426	25.36365227	46.17800223	27.04566121	33	9.145830204	89.73943128	9.145830204	9.145830204	126.1767079	26.12920507	49	122.0221794	11.88618976	30	26	111.4119651	91	31.94453183	53	52.39239628	22.5569348	60	13.5955662
